id,subject
362,Sculptors_who_committed_suicide
362,German_sculptors
362,People_from_the_Rhine_Province
362,1881_births
362,1919_deaths
362,Modern_sculptors
363,nA
364,Auschwitz_concentration_camp_victims
364,German_painters
364,German_Jews
364,Modern_painters
364,1875_births
364,1944_deaths
364,Painters_who_died_in_Nazi_concentration_camps
364,German_civilians_killed_in_World_War_II
364,Jewish_painters
365,nA
366,German_painters
366,German_printmakers
366,Impressionist_painters
366,Artists_from_Berlin
366,German_Impressionist_painters
366,German_Jews
366,1847_births
366,1935_deaths
366,German_people_of_the_Franco-Prussian_War
366,Jewish_painters
366,People_from_the_Province_of_Brandenburg
367,nA
368,nA
369,Russian_Jews
369,Russian_painters
369,Soviet_artists
369,People_from_Pochinok
369,Russian_graphic_designers
369,Faculty_of_Vkhutemas
369,Jewish_socialists
369,Russian_architects
369,Soviet_Jews
369,1890_births
369,1941_deaths
369,Communication_design
369,Congrès_International_d'Architecture_Moderne_members
369,Constructivist_architects
369,Deaths_from_tuberculosis
369,Russian_avant-garde
369,Jewish_artists
369,Jewish_painters
369,Russian_artists
369,Constructivism_(art)
370,Murdered_artists
370,People_from_Dresden
370,Action_T4_victims
370,Expressionist_painters
370,1899_births
370,1940_deaths
370,German_women_painters
371,nA
372,nA
373,nA
374,People_from_Meschede
374,German_Expressionist_painters
374,People_from_the_Province_of_Westphalia
374,1887_births
374,1914_deaths
374,German_military_personnel_killed_in_World_War_I
374,20th-century_painters
375,nA
376,nA
377,nA
378,nA
379,nA
380,German_painters
380,German_printmakers
380,Expressionism
380,German_Expressionist_painters
380,Modern_painters
380,1880_births
380,1916_deaths
380,Academy_of_Fine_Arts
380,_Munich_alumni
380,German_military_personnel_killed_in_World_War_I
380,People_from_Munich
380,People_from_the_Kingdom_of_Bavaria
380,Camoufleurs
381,Villa_Romana_prize_winners
381,German_military_personnel_of_World_War_I
381,Recipients_of_the_Pour_le_Mérite_(civil_class)
381,Bauhaus
